Date,Price,Final_Verdict,Market_Reality,Correct,Weighted_Score,CE_Article_Count,CE_Sentiment,CE_Mean_Score,CE_Sentiment_Score,CE_Confidence,CE_Explanation,TTS_Score,TTS_Signal,TTS_Explanation,SIV_Signal,SIV_Explanation,Verdict_Reasoning,Exit_Reason,Execution_Time_Seconds
10/10/2023,1.35832,SELL,BULLISH,False,-0.5542,8.0,BEARISH,0.8003,-0.3708,LOW,pending_explanation,0.1144,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5542 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1756
10/11/2023,1.35914,HOLD,BULLISH,False,0.0482,12.0,NEUTRAL,0.7782,0.0206,LOW,pending_explanation,0.1206,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0482 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.3536
10/12/2023,1.3687,BUY,BEARISH,False,0.67,15.0,BULLISH,0.8196,0.1237,MODERATE,pending_explanation,0.1749,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.67 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2914
10/13/2023,1.3655,HOLD,BULLISH,False,0.0625,13.0,NEUTRAL,0.8194,-0.0465,LOW,pending_explanation,0.1562,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.0625 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.29
10/16/2023,1.36051,BUY,BULLISH,True,0.6505,15.0,BULLISH,0.7706,0.057,MODERATE,pending_explanation,0.1263,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6505 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3459
10/17/2023,1.3645,BUY,BULLISH,True,0.6598,20.0,BULLISH,0.7433,0.0593,MODERATE,pending_explanation,0.1495,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6598 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.4621
10/18/2023,1.37111,SELL,BULLISH,False,-0.5262,13.0,BEARISH,0.8392,-0.3516,LOW,pending_explanation,0.1844,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5262 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2445
10/19/2023,1.37145,SELL,BULLISH,False,-0.524,17.0,BEARISH,0.7744,-0.3656,MODERATE,pending_explanation,0.1901,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.524 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.348
10/20/2023,1.37088,SELL,BULLISH,False,-0.5241,8.0,BEARISH,0.7815,-0.4288,LOW,pending_explanation,0.1897,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5241 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.2121
10/23/2023,1.36888,SELL,BULLISH,False,-0.5289,17.0,BEARISH,0.8073,-0.304,MODERATE,pending_explanation,0.1778,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5289 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.3658
10/24/2023,1.37396,SELL,BULLISH,False,-0.517,13.0,BEARISH,0.7792,-0.291,LOW,pending_explanation,0.2076,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.517 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.3319
10/25/2023,1.3794,SELL,BULLISH,False,-0.5052,37.0,BEARISH,0.7992,-0.0835,HIGH,pending_explanation,0.2371,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5052 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.8787
10/26/2023,1.38252,SELL,BEARISH,True,-0.4998,17.0,BEARISH,0.7929,-0.2055,MODERATE,pending_explanation,0.2504,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.4998 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.7087
10/27/2023,1.38701,SELL,BEARISH,True,-0.4939,10.0,BEARISH,0.8264,-0.3666,LOW,pending_explanation,0.2652,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.4939 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1975
10/30/2023,1.3823,SELL,BEARISH,True,-0.5007,14.0,BEARISH,0.7096,-0.1699,LOW,pending_explanation,0.2483,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5007 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3196
10/31/2023,1.38716,SELL,BEARISH,True,-0.4904,16.0,BEARISH,0.8658,-0.5817,MODERATE,pending_explanation,0.2741,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.4904 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TP,0.2746
11/01/2023,1.38515,SELL,BEARISH,True,-0.4942,27.0,BEARISH,0.7922,-0.1017,HIGH,pending_explanation,0.2644,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.4942 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.5155
11/02/2023,1.37395,BUY,BEARISH,False,0.6774,24.0,BULLISH,0.757,0.1164,MODERATE,pending_explanation,0.1935,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6774 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.0956
11/03/2023,1.3659,SELL,BULLISH,False,-0.5573,43.0,BEARISH,0.7639,-0.2514,HIGH,pending_explanation,0.1068,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5573 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,1.0407
11/06/2023,1.3695,BUY,BULLISH,True,0.6479,17.0,BULLISH,0.8089,0.269,MODERATE,pending_explanation,0.1198,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6479 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3601
11/07/2023,1.37661,SELL,BULLISH,False,-0.5174,25.0,BEARISH,0.8147,-0.2071,HIGH,pending_explanation,0.2065,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5174 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.4284
11/08/2023,1.37924,SELL,BEARISH,True,-0.5117,11.0,BEARISH,0.7653,-0.3021,LOW,pending_explanation,0.2208,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5117 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.4542
11/09/2023,1.3803,HOLD,BEARISH,False,0.0914,22.0,NEUTRAL,0.8182,0.0451,MODERATE,pending_explanation,0.2286,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.0914 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.8114
11/10/2023,1.3797,SELL,BEARISH,True,-0.509,19.0,BEARISH,0.8495,-0.5446,MODERATE,pending_explanation,0.2276,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.509 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.958
11/13/2023,1.38035,SELL,BEARISH,True,-0.5066,7.0,BEARISH,0.8427,-0.5104,LOW,pending_explanation,0.2335,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5066 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1556
11/14/2023,1.36919,BUY,BULLISH,True,0.6473,17.0,BULLISH,0.8522,0.2189,MODERATE,pending_explanation,0.1182,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6473 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.343
11/15/2023,1.36817,HOLD,BULLISH,False,0.0455,7.0,NEUTRAL,0.803,-0.0497,LOW,pending_explanation,0.1137,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0455 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.1435
11/16/2023,1.37541,SELL,BEARISH,True,-0.5191,9.0,BEARISH,0.8477,-0.4066,LOW,pending_explanation,0.2023,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5191 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2224
11/17/2023,1.3718,HOLD,BEARISH,False,0.0512,10.0,NEUTRAL,0.8123,0.0443,LOW,pending_explanation,0.128,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0512 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.5035
11/20/2023,1.37237,HOLD,BEARISH,False,0.052,11.0,NEUTRAL,0.7719,-0.0014,LOW,pending_explanation,0.13,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.052 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.2743
11/21/2023,1.37002,HOLD,BEARISH,False,0.0481,27.0,NEUTRAL,0.8282,0.0459,HIGH,pending_explanation,0.1202,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0481 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.4875
11/22/2023,1.36866,BUY,BEARISH,False,0.6455,29.0,BULLISH,0.7626,0.053,HIGH,pending_explanation,0.1138,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6455 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.6056
11/23/2023,1.36957,SELL,BEARISH,True,-0.5532,15.0,BEARISH,0.8606,-0.4112,MODERATE,pending_explanation,0.1171,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5532 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.6366
11/24/2023,1.3634,SELL,BEARISH,True,-0.5636,11.0,BEARISH,0.8117,-0.126,LOW,pending_explanation,0.0911,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5636 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2787
11/27/2023,1.36159,SELL,BEARISH,True,-0.5672,11.0,BEARISH,0.7902,-0.1948,LOW,pending_explanation,0.0821,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5672 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2235
11/28/2023,1.35733,BUY,BEARISH,False,0.5979,11.0,BULLISH,0.7507,0.1189,LOW,pending_explanation,-0.0052,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.5979 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.4352
11/29/2023,1.3584,SELL,BEARISH,True,-0.6012,19.0,BEARISH,0.8345,-0.1048,MODERATE,pending_explanation,-0.0029,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6012 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.4209
11/30/2023,1.35609,SELL,BEARISH,True,-0.6049,28.0,BEARISH,0.7768,-0.2068,HIGH,pending_explanation,-0.0123,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6049 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.581
12/01/2023,1.3491,SELL,BULLISH,False,-0.611,22.0,BEARISH,0.8198,-0.3313,MODERATE,pending_explanation,-0.0275,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.611 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.9433
12/04/2023,1.35359,HOLD,BULLISH,False,-0.0047,19.0,NEUTRAL,0.782,-0.0321,MODERATE,pending_explanation,-0.0117,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=-0.0047 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.3579
12/05/2023,1.35915,SELL,BEARISH,True,-0.5696,22.0,BEARISH,0.832,-0.1885,MODERATE,pending_explanation,0.0761,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5696 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.4669
12/06/2023,1.35926,SELL,BEARISH,True,-0.5702,33.0,BEARISH,0.7993,-0.181,HIGH,pending_explanation,0.0744,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5702 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.5813
12/07/2023,1.35979,SELL,BEARISH,True,-0.57,32.0,BEARISH,0.7894,-0.27,HIGH,pending_explanation,0.0749,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.57 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.7908
12/08/2023,1.3578,SELL,BEARISH,True,-0.5743,42.0,BEARISH,0.7945,-0.1311,HIGH,pending_explanation,0.0642,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5743 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TP,0.9434
12/11/2023,1.35725,BUY,BEARISH,False,0.6238,25.0,BULLISH,0.7923,0.1787,HIGH,pending_explanation,0.0594,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6238 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.5366
12/12/2023,1.3587,SELL,BEARISH,True,-0.5736,16.0,BEARISH,0.8171,-0.4057,MODERATE,pending_explanation,0.0659,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5736 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TP,0.4202
12/13/2023,1.3514,SELL,BEARISH,True,-0.6079,12.0,BEARISH,0.8045,-0.3446,LOW,pending_explanation,-0.0198,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6079 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2464
12/14/2023,1.34059,BUY,BEARISH,False,0.5774,14.0,BULLISH,0.7692,0.2508,LOW,pending_explanation,-0.0564,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.5774 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.3263
12/15/2023,1.33767,SELL,BEARISH,True,-0.6273,11.0,BEARISH,0.7941,-0.4622,LOW,pending_explanation,-0.0682,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6273 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.327
12/18/2023,1.33984,SELL,BEARISH,True,-0.6211,19.0,BEARISH,0.7836,-0.3865,MODERATE,pending_explanation,-0.0527,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6211 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3601
12/19/2023,1.33318,SELL,BEARISH,True,-0.6314,33.0,BEARISH,0.7879,-0.171,HIGH,pending_explanation,-0.0785,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6314 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.9714
12/20/2023,1.33688,SELL,BEARISH,True,-0.6211,25.0,BEARISH,0.7787,-0.0941,HIGH,pending_explanation,-0.0527,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6211 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.646
12/21/2023,1.328,SELL,BEARISH,True,-0.6326,13.0,BEARISH,0.8449,-0.456,LOW,pending_explanation,-0.0814,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6326 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2766
12/22/2023,1.32637,BUY,BEARISH,False,0.5637,15.0,BULLISH,0.8381,0.0753,MODERATE,pending_explanation,-0.0907,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.5637 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3081
12/25/2023,1.3247,HOLD,BEARISH,False,-0.0383,0.0,NEUTRAL,0.0,0.0,LOW,pending_explanation,-0.0957,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=-0.0383 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.0151
12/26/2023,1.3193,BUY,BULLISH,True,0.5568,8.0,BULLISH,0.8474,0.0563,LOW,pending_explanation,-0.1079,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.5568 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3584
12/27/2023,1.3207,HOLD,BULLISH,False,-0.0404,9.0,NEUTRAL,0.8077,-0.0483,LOW,pending_explanation,-0.1009,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=-0.0404 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.2104
12/28/2023,1.3225,SELL,BULLISH,False,-0.6364,16.0,BEARISH,0.8227,-0.1182,MODERATE,pending_explanation,-0.0911,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6364 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.3235
12/29/2023,1.3246,SELL,BULLISH,False,-0.6458,12.0,BEARISH,0.8702,-0.2356,LOW,pending_explanation,-0.1146,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6458 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.2243
---,,ACCURACY SUMMARY,,,,,,,,,,,,,,,,,
BUY Accuracy,,48.0%,24/50,,,,,,,,,,,,,,,,
SELL Accuracy,,51.19%,86/168,,,,,,,,,,,,,,,,
BUY+SELL Accuracy,,50.46%,110/218,,,,,,,,,,,,,,,,
HOLD Accuracy,,0.0%,0/42,,,,,,,,,,,,,,,,
OVERALL Accuracy,,42.31%,110/260,,,,,,,,,,,,,,,,
---,,SL/TP SUMMARY,,,,,,,,,,,,,,,,,
TP Hits,,,6,,,,,,,,,,,,,,,,
SL Hits,,,60,,,,,,,,,,,,,,,,
TIME Exits,,,152,,,,,,,,,,,,,,,,
HOLD Skips,,,84,,,,,,,,,,,,,,,,
