Date,Price,Final_Verdict,Market_Reality,Correct,Weighted_Score,CE_Article_Count,CE_Sentiment,CE_Mean_Score,CE_Sentiment_Score,CE_Confidence,CE_Explanation,TTS_Score,TTS_Signal,TTS_Explanation,SIV_Signal,SIV_Explanation,Verdict_Reasoning,Exit_Reason,Execution_Time_Seconds
01/01/2024,1.2723,SELL,BEARISH,True,-0.5355,2.0,BEARISH,0.7464,-0.2877,LOW,pending_explanation,0.1612,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5355 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.169
01/02/2024,1.26149,HOLD,BULLISH,False,0.0306,9.0,NEUTRAL,0.7839,0.0067,LOW,pending_explanation,0.0765,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0306 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.2377
01/03/2024,1.26645,SELL,BULLISH,False,-0.5466,20.0,BEARISH,0.7352,-0.1937,MODERATE,pending_explanation,0.1335,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5466 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.5635
01/04/2024,1.26818,HOLD,BULLISH,False,0.0575,23.0,NEUTRAL,0.8124,-0.0005,MODERATE,pending_explanation,0.1437,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0575 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.4916
01/05/2024,1.27173,BUY,BULLISH,True,0.665,27.0,BULLISH,0.807,0.2648,HIGH,pending_explanation,0.1626,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.665 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.7155
01/08/2024,1.27472,SELL,BEARISH,True,-0.5282,25.0,BEARISH,0.7371,-0.0901,HIGH,pending_explanation,0.1796,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5282 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.455
01/09/2024,1.27098,BUY,BEARISH,False,0.6649,15.0,BULLISH,0.7926,0.2143,MODERATE,pending_explanation,0.1622,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6649 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2678
01/10/2024,1.2742,BUY,BEARISH,False,0.6722,12.0,BULLISH,0.7799,0.0832,LOW,pending_explanation,0.1804,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6722 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2211
01/11/2024,1.27628,SELL,BEARISH,True,-0.5224,24.0,BEARISH,0.8024,-0.2665,MODERATE,pending_explanation,0.1939,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5224 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.6053
01/12/2024,1.27473,HOLD,BEARISH,False,0.0752,11.0,NEUTRAL,0.7438,-0.0306,LOW,pending_explanation,0.188,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.0752 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.2027
01/15/2024,1.27274,SELL,BEARISH,True,-0.5286,11.0,BEARISH,0.8351,-0.2292,LOW,pending_explanation,0.1784,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5286 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2033
01/16/2024,1.26365,SELL,BULLISH,False,-0.5642,18.0,BEARISH,0.8246,-0.5273,MODERATE,pending_explanation,0.0896,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5642 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3089
01/17/2024,1.26748,SELL,BULLISH,False,-0.5582,28.0,BEARISH,0.7639,-0.2923,HIGH,pending_explanation,0.1046,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5582 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.777
01/18/2024,1.27047,BUY,BULLISH,True,0.6666,18.0,BULLISH,0.7766,0.2177,MODERATE,pending_explanation,0.1664,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6666 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.6663
01/19/2024,1.27008,SELL,BULLISH,False,-0.5338,8.0,BEARISH,0.8846,-0.2377,LOW,pending_explanation,0.1655,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5338 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2848
01/22/2024,1.27079,SELL,BULLISH,False,-0.5316,14.0,BEARISH,0.8733,-0.1826,LOW,pending_explanation,0.1709,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5316 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2
01/23/2024,1.26856,BUY,BULLISH,True,0.6629,11.0,BULLISH,0.8605,0.4984,LOW,pending_explanation,0.1573,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6629 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1828
01/24/2024,1.27244,BUY,BEARISH,False,0.6728,13.0,BULLISH,0.8601,0.4378,LOW,pending_explanation,0.1821,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6728 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2581
01/25/2024,1.27068,SELL,BEARISH,True,-0.5315,8.0,BEARISH,0.8231,-0.0596,LOW,pending_explanation,0.1713,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5315 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1436
01/26/2024,1.27025,SELL,BEARISH,True,-0.5324,21.0,BEARISH,0.8127,-0.0875,MODERATE,pending_explanation,0.1691,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5324 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.6973
01/29/2024,1.27086,SELL,BEARISH,True,-0.5303,29.0,BEARISH,0.8225,-0.2589,HIGH,pending_explanation,0.1742,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5303 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.8527
01/30/2024,1.26983,SELL,BEARISH,True,-0.5334,26.0,BEARISH,0.7899,-0.0559,HIGH,pending_explanation,0.1666,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5334 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.8918
01/31/2024,1.26863,HOLD,BEARISH,False,0.044,20.0,NEUTRAL,0.8159,-0.0095,MODERATE,pending_explanation,0.11,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.044 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.3464
02/01/2024,1.27425,SELL,BEARISH,True,-0.5202,42.0,BEARISH,0.8025,-0.1389,HIGH,pending_explanation,0.1996,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5202 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.3155
02/02/2024,1.26284,HOLD,BEARISH,False,0.0377,45.0,NEUTRAL,0.777,0.0117,HIGH,pending_explanation,0.0942,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0377 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,1.089
02/05/2024,1.25324,SELL,BULLISH,False,-0.5891,17.0,BEARISH,0.7516,-0.2038,MODERATE,pending_explanation,0.0272,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5891 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.5021
02/06/2024,1.25946,HOLD,BULLISH,False,0.0303,21.0,NEUTRAL,0.7978,-0.0446,MODERATE,pending_explanation,0.0757,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0303 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.3601
02/07/2024,1.2625,HOLD,BEARISH,False,0.0348,19.0,NEUTRAL,0.7927,0.0298,MODERATE,pending_explanation,0.0869,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0348 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.336
02/08/2024,1.26172,SELL,BEARISH,True,-0.567,18.0,BEARISH,0.7776,-0.0715,MODERATE,pending_explanation,0.0825,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.567 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.8377
02/09/2024,1.26247,SELL,BEARISH,True,-0.5662,22.0,BEARISH,0.7637,-0.1902,MODERATE,pending_explanation,0.0845,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5662 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.4038
02/12/2024,1.26285,SELL,BEARISH,True,-0.566,16.0,BEARISH,0.7998,-0.3667,MODERATE,pending_explanation,0.0851,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.566 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2735
02/13/2024,1.25916,SELL,BULLISH,False,-0.5728,12.0,BEARISH,0.8595,-0.2259,LOW,pending_explanation,0.0679,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5728 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3224
02/14/2024,1.25655,SELL,BULLISH,False,-0.5779,34.0,BEARISH,0.7838,-0.2726,HIGH,pending_explanation,0.0552,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5779 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.6262
02/15/2024,1.25988,SELL,BULLISH,False,-0.5716,27.0,BEARISH,0.8655,-0.5733,HIGH,pending_explanation,0.071,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5716 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.7127
02/16/2024,1.25978,SELL,BULLISH,False,-0.5725,17.0,BEARISH,0.8038,-0.1461,MODERATE,pending_explanation,0.0688,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5725 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2758
02/19/2024,1.25935,BUY,BULLISH,True,0.626,19.0,BULLISH,0.8168,0.1406,MODERATE,pending_explanation,0.065,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.626 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.5644
02/20/2024,1.26221,SELL,BULLISH,False,-0.5679,25.0,BEARISH,0.7703,-0.1691,HIGH,pending_explanation,0.0803,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5679 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.9759
02/21/2024,1.26372,SELL,BULLISH,False,-0.5498,21.0,BEARISH,0.7247,-0.1255,MODERATE,pending_explanation,0.1255,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5498 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3748
02/22/2024,1.26594,HOLD,BEARISH,False,0.057,16.0,NEUTRAL,0.8528,0.0165,MODERATE,pending_explanation,0.1424,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.057 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.2849
02/23/2024,1.26683,BUY,BEARISH,False,0.6597,7.0,BULLISH,0.7346,0.2066,LOW,pending_explanation,0.1492,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6597 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1424
02/26/2024,1.26848,SELL,BEARISH,True,-0.535,8.0,BEARISH,0.7803,-0.3446,LOW,pending_explanation,0.1624,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.535 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1519
02/27/2024,1.26834,SELL,BEARISH,True,-0.5354,9.0,BEARISH,0.8071,-0.1914,LOW,pending_explanation,0.1614,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5354 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1694
02/28/2024,1.26615,SELL,BULLISH,False,-0.5444,12.0,BEARISH,0.8262,-0.1593,LOW,pending_explanation,0.1391,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5444 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.5458
02/29/2024,1.26231,HOLD,BULLISH,False,0.0288,8.0,NEUTRAL,0.6907,-0.0243,LOW,pending_explanation,0.072,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.0288 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.2902
03/01/2024,1.2653,BUY,BULLISH,True,0.6517,19.0,BULLISH,0.7928,0.1552,MODERATE,pending_explanation,0.1293,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.6517 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3272
03/04/2024,1.26913,BUY,BULLISH,True,0.6643,18.0,BULLISH,0.8409,0.1938,MODERATE,pending_explanation,0.1607,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6643 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.5726
03/05/2024,1.27047,SELL,BULLISH,False,-0.5314,7.0,BEARISH,0.862,-0.396,LOW,pending_explanation,0.1716,BUY,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.5314 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",SL,0.1616
03/06/2024,1.27309,BUY,BULLISH,True,0.6758,13.0,BULLISH,0.7788,0.1739,LOW,pending_explanation,0.1895,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6758 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1976
03/07/2024,1.28074,BUY,BULLISH,True,0.6811,20.0,BULLISH,0.7769,0.0821,MODERATE,pending_explanation,0.2028,BUY,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=0.6811 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3531
